Customer_ID,Pages_Visited,Time_Spent,Previous_Visits,Products_Viewed,Cart_Activity,Cart_Items,Wishlist_Items,Searches_Performed,Product_Detail_Views,Discount_Viewed,Discount_Used,Previous_Purchases,Previous_Total_Spend,Average_Order_Value,Days_Since_Last_Visit,Days_Since_Last_Purchase,Device_Type,Traffic_Source,Session_Count,Purchase
110850,5.0,329.6,0.0,2.0,No,0.0,0.0,1.0,4.0,No,No,2.0,195.47,97.69,14.0,27.0,Mobile,Email,2.0,0
108048,6.0,348.9,3.0,3.0,No,0.0,1.0,0.0,2.0,No,No,1.0,0.0,10.0,,156.0,Mobile,Paid Search,2.0,0
101294,13.0,612.1,9.0,14.0,Yes,3.0,2.0,7.0,7.0,No,No,1.0,42.24,25.53,23.0,121.0,Desktop,Direct,3.0,1
102732,14.0,475.4,7.0,16.0,Yes,4.0,2.0,4.0,10.0,Yes,No,4.0,293.93,53.72,9.0,42.0,Desktop,Social Media,3.0,1
104630,10.0,589.9,3.0,9.0,Yes,6.0,4.0,4.0,10.0,No,No,7.0,504.27,64.9,9.0,26.0,Mobile,Organic Search,3.0,1
103817,8.0,406.5,6.0,7.0,Yes,4.0,3.0,7.0,11.0,Yes,No,4.0,332.12,83.61,29.0,200.0,Mobile,Social Media,3.0,1
104009,12.0,569.4,7.0,11.0,Yes,6.0,5.0,2.0,5.0,,Yes,2.0,124.83,58.33,5.0,148.0,Mobile,Referral,7.0,1
105742,5.0,135.1,2.0,4.0,Yes,2.0,2.0,0.0,3.0,Yes,No,1.0,51.32,31.58,84.0,187.0,Tablet,Paid Search,4.0,0
107105,4.0,407.5,8.0,6.0,Yes,4.0,0.0,2.0,9.0,Yes,Yes,4.0,557.39,145.33,22.0,30.0,Desktop,Organic Search,6.0,1
107762,5.0,173.2,3.0,2.0,No,0.0,2.0,1.0,2.0,No,No,1.0,93.32,99.82,29.0,63.0,Mobile,Referral,2.0,0
108004,12.0,477.8,,8.0,Yes,5.0,1.0,4.0,6.0,No,No,1.0,136.89,138.74,40.0,40.0,Desktop,Referral,1.0,1
101863,8.0,392.7,2.0,3.0,Yes,2.0,1.0,4.0,6.0,Yes,No,2.0,127.3,54.79,,104.0,Mobile,Organic Search,5.0,1
112267,13.0,629.0,5.0,10.0,Yes,3.0,3.0,1.0,8.0,No,No,2.0,220.64,88.76,106.0,,Desktop,Organic Search,5.0,1
112425,,488.9,7.0,12.0,Yes,3.0,2.0,1.0,7.0,Yes,No,4.0,379.4,85.67,14.0,44.0,Mobile,Social Media,1.0,1
110983,10.0,354.4,3.0,12.0,Yes,3.0,2.0,2.0,7.0,No,No,4.0,429.46,117.26,40.0,23.0,Mobile,Organic Search,5.0,1
111842,7.0,165.4,4.0,0.0,No,0.0,0.0,0.0,0.0,No,No,0.0,0.0,0.0,41.0,999.0,Mobile,Referral,1.0,0
104071,11.0,449.0,6.0,6.0,No,0.0,1.0,1.0,6.0,Yes,Yes,4.0,266.83,54.28,51.0,13.0,Desktop,Direct,3.0,1
101614,4.0,139.2,1.0,0.0,No,0.0,0.0,1.0,0.0,Yes,No,1.0,78.78,80.99,28.0,133.0,Mobile,Organic Search,1.0,0
109967,6.0,589.2,5.0,13.0,No,0.0,2.0,2.0,,Yes,No,7.0,658.76,88.19,13.0,163.0,Mobile,Direct,6.0,1
109169,2.0,128.7,3.0,1.0,Yes,1.0,0.0,0.0,0.0,Yes,Yes,0.0,0.0,0.0,11.0,999.0,Desktop,Direct,2.0,0
102443,4.0,95.9,4.0,0.0,No,0.0,0.0,0.0,1.0,No,No,0.0,0.0,0.0,13.0,999.0,Desktop,Referral,5.0,0
103726,13.0,404.7,12.0,4.0,Yes,5.0,3.0,5.0,12.0,No,No,1.0,109.06,113.16,12.0,20.0,Desktop,Social Media,4.0,1
110818,13.0,689.6,6.0,16.0,Yes,2.0,1.0,3.0,8.0,,Yes,3.0,173.25,46.27,35.0,15.0,Mobile,Organic Search,6.0,1
100096,13.0,417.5,6.0,8.0,No,0.0,2.0,3.0,7.0,No,No,1.0,145.18,137.35,59.0,58.0,Mobile,Social Media,4.0,1
106786,3.0,162.1,5.0,3.0,Yes,2.0,1.0,1.0,0.0,No,No,2.0,134.29,59.99,73.0,37.0,Desktop,Social Media,1.0,0
111320,9.0,514.7,6.0,14.0,No,0.0,2.0,2.0,10.0,No,No,6.0,550.77,102.41,33.0,,Desktop,Organic Search,4.0,1
109082,10.0,266.6,4.0,5.0,No,0.0,2.0,2.0,1.0,No,No,1.0,1.22,10.0,78.0,69.0,Desktop,Organic Search,2.0,0
105938,12.0,450.6,4.0,5.0,Yes,4.0,0.0,3.0,2.0,No,No,8.0,557.98,54.49,19.0,59.0,Desktop,Social Media,5.0,1
105778,10.0,240.6,4.0,13.0,Yes,6.0,2.0,1.0,7.0,No,No,0.0,0.0,0.0,61.0,999.0,Desktop,Social Media,3.0,1
107939,7.0,562.1,2.0,9.0,Yes,5.0,0.0,3.0,6.0,Yes,Yes,5.0,466.93,73.71,75.0,,Desktop,Referral,3.0,1
101632,14.0,606.9,5.0,13.0,Yes,6.0,2.0,3.0,12.0,Yes,Yes,4.0,390.06,99.56,17.0,54.0,Tablet,Social Media,4.0,1
105905,2.0,59.4,1.0,0.0,No,0.0,0.0,1.0,,No,No,1.0,41.97,34.46,78.0,108.0,Desktop,Direct,1.0,0
104242,4.0,507.6,4.0,4.0,Yes,2.0,2.0,1.0,9.0,No,No,5.0,349.34,80.47,9.0,27.0,Mobile,Social Media,5.0,1
108587,13.0,411.2,5.0,10.0,Yes,6.0,3.0,2.0,8.0,Yes,No,4.0,304.91,62.72,29.0,102.0,Mobile,Paid Search,4.0,1
100494,1.0,369.6,1.0,0.0,No,0.0,0.0,1.0,1.0,No,No,2.0,55.35,27.56,113.0,169.0,Mobile,Direct,2.0,0
108809,12.0,726.1,6.0,8.0,Yes,4.0,3.0,7.0,10.0,Yes,No,10.0,1006.64,112.33,45.0,92.0,Desktop,Paid Search,7.0,1
102004,5.0,227.5,2.0,1.0,,1.0,0.0,1.0,5.0,No,No,1.0,1.54,10.0,22.0,25.0,Desktop,Direct,4.0,0
104738,9.0,489.2,4.0,9.0,Yes,3.0,2.0,6.0,7.0,Yes,No,4.0,321.55,40.52,13.0,91.0,Desktop,Email,1.0,1
108882,9.0,279.2,2.0,5.0,No,0.0,0.0,0.0,6.0,No,No,1.0,48.79,59.27,33.0,42.0,Desktop,Email,4.0,0
102421,6.0,252.6,1.0,0.0,Yes,1.0,0.0,0.0,0.0,No,No,1.0,37.15,16.33,28.0,155.0,Mobile,Direct,6.0,0
103080,9.0,441.7,6.0,9.0,Yes,3.0,1.0,4.0,10.0,Yes,No,2.0,130.18,62.3,65.0,50.0,Mobile,Direct,7.0,1
100318,3.0,198.4,1.0,0.0,No,0.0,0.0,4.0,0.0,Yes,No,0.0,0.0,0.0,73.0,999.0,Mobile,Referral,3.0,0
112751,2.0,133.6,3.0,4.0,Yes,1.0,1.0,2.0,0.0,No,No,0.0,0.0,0.0,182.0,999.0,Mobile,Organic Search,4.0,0
100216,,551.2,5.0,14.0,Yes,3.0,3.0,3.0,3.0,Yes,No,5.0,512.64,102.88,38.0,47.0,Desktop,Organic Search,6.0,1
111540,10.0,528.2,5.0,13.0,Yes,6.0,1.0,3.0,9.0,Yes,Yes,4.0,228.77,52.95,29.0,67.0,Desktop,Referral,2.0,1
108988,8.0,496.8,8.0,5.0,No,0.0,2.0,5.0,9.0,No,No,6.0,473.2,87.02,24.0,53.0,Mobile,Organic Search,4.0,1
111155,6.0,386.3,7.0,5.0,Yes,3.0,1.0,5.0,8.0,No,No,2.0,226.72,,7.0,62.0,Mobile,Organic Search,4.0,1
101864,13.0,602.6,8.0,14.0,Yes,2.0,3.0,2.0,10.0,Yes,No,2.0,136.39,61.48,3.0,52.0,Mobile,Organic Search,4.0,1
105647,12.0,553.3,4.0,7.0,,0.0,3.0,2.0,10.0,,No,6.0,495.68,82.38,58.0,67.0,Mobile,Email,4.0,1
107434,12.0,487.6,12.0,15.0,Yes,4.0,4.0,,4.0,Yes,Yes,4.0,468.11,97.77,2.0,6.0,Mobile,Organic Search,6.0,1
104643,11.0,456.9,1.0,11.0,Yes,3.0,1.0,4.0,2.0,,No,3.0,215.15,53.89,52.0,105.0,Mobile,Organic Search,5.0,1
109757,1.0,10.0,0.0,0.0,No,0.0,0.0,0.0,2.0,No,No,0.0,42.21,0.0,39.0,999.0,Mobile,Referral,2.0,0
103475,8.0,175.7,1.0,0.0,No,0.0,0.0,1.0,0.0,No,No,1.0,0.0,10.29,32.0,80.0,Mobile,Direct,1.0,0
105690,11.0,385.6,8.0,6.0,No,0.0,2.0,4.0,5.0,Yes,Yes,1.0,121.91,131.77,17.0,37.0,Mobile,Direct,2.0,1
108230,10.0,541.7,3.0,11.0,Yes,2.0,1.0,4.0,9.0,Yes,No,2.0,196.72,89.66,17.0,72.0,Desktop,Social Media,5.0,1
100262,7.0,225.8,1.0,5.0,No,0.0,1.0,0.0,0.0,No,No,0.0,23.23,0.0,45.0,999.0,Tablet,Paid Search,3.0,0
102553,13.0,547.2,9.0,15.0,No,0.0,2.0,3.0,,Yes,No,4.0,247.76,79.53,24.0,57.0,Desktop,Direct,7.0,1
103643,13.0,692.0,8.0,14.0,Yes,6.0,2.0,3.0,9.0,No,No,6.0,515.14,71.47,49.0,29.0,Mobile,Social Media,3.0,1
108883,6.0,128.1,,4.0,No,0.0,0.0,1.0,4.0,No,No,3.0,268.81,74.51,11.0,35.0,Desktop,Email,2.0,0
101603,15.0,594.1,8.0,12.0,Yes,2.0,3.0,5.0,5.0,Yes,No,5.0,465.1,69.1,30.0,66.0,Desktop,Social Media,5.0,1
108824,8.0,189.9,1.0,0.0,No,0.0,0.0,1.0,0.0,No,No,1.0,83.6,73.92,28.0,95.0,Tablet,Organic Search,1.0,0
101979,4.0,86.0,2.0,0.0,No,0.0,0.0,1.0,0.0,No,No,0.0,0.0,0.0,34.0,999.0,Desktop,Organic Search,2.0,0
103617,10.0,506.3,7.0,12.0,Yes,4.0,3.0,3.0,9.0,Yes,Yes,3.0,280.19,92.26,30.0,23.0,Mobile,Social Media,4.0,1
105789,5.0,326.6,2.0,0.0,No,0.0,1.0,4.0,3.0,Yes,No,1.0,62.96,63.98,15.0,206.0,Desktop,Organic Search,2.0,0
100820,12.0,438.3,4.0,12.0,Yes,3.0,2.0,5.0,11.0,Yes,No,2.0,158.91,70.24,35.0,84.0,Mobile,Organic Search,4.0,1
109763,14.0,645.6,7.0,11.0,Yes,4.0,3.0,4.0,9.0,No,No,3.0,262.19,75.49,34.0,8.0,Desktop,Direct,6.0,1
103924,20.0,741.5,6.0,19.0,Yes,7.0,2.0,6.0,12.0,No,No,5.0,390.15,70.92,18.0,45.0,Desktop,Direct,5.0,1
108391,9.0,556.4,8.0,10.0,No,0.0,1.0,6.0,9.0,Yes,No,4.0,272.3,56.39,21.0,137.0,Mobile,Direct,4.0,1
106765,6.0,203.1,1.0,2.0,No,0.0,0.0,3.0,0.0,No,No,2.0,50.1,10.0,84.0,140.0,Mobile,Social Media,2.0,0
101465,14.0,467.8,4.0,15.0,Yes,4.0,1.0,2.0,11.0,Yes,No,4.0,329.0,87.32,57.0,96.0,Desktop,Organic Search,6.0,1
110524,2.0,235.8,0.0,3.0,No,0.0,1.0,2.0,0.0,No,No,0.0,0.0,0.0,29.0,999.0,Mobile,Organic Search,1.0,0
112719,13.0,620.9,6.0,12.0,Yes,5.0,4.0,,11.0,No,No,4.0,334.09,85.22,55.0,26.0,Tablet,Email,5.0,1
107734,8.0,415.6,2.0,10.0,Yes,2.0,3.0,4.0,5.0,No,No,4.0,311.53,78.25,59.0,41.0,Desktop,Direct,5.0,1
102744,4.0,289.1,0.0,7.0,No,0.0,0.0,0.0,0.0,No,No,2.0,155.43,69.13,17.0,56.0,Mobile,Organic Search,3.0,0
111157,9.0,351.2,4.0,8.0,Yes,2.0,2.0,2.0,9.0,No,No,5.0,557.8,122.28,52.0,70.0,Desktop,Paid Search,5.0,1
104966,9.0,475.9,10.0,16.0,Yes,4.0,3.0,4.0,6.0,Yes,Yes,3.0,259.67,80.77,29.0,75.0,Desktop,Direct,1.0,1
105822,6.0,227.0,2.0,4.0,No,0.0,0.0,3.0,1.0,Yes,No,2.0,77.81,33.45,82.0,44.0,Desktop,Email,4.0,0
112037,4.0,182.4,2.0,0.0,No,0.0,0.0,0.0,3.0,No,No,0.0,37.79,0.0,93.0,999.0,Mobile,Organic Search,1.0,0
101004,10.0,429.0,5.0,7.0,Yes,4.0,2.0,4.0,7.0,Yes,Yes,1.0,163.46,173.76,45.0,87.0,Desktop,Direct,7.0,1
103632,3.0,273.6,2.0,0.0,No,0.0,0.0,,0.0,Yes,No,2.0,159.39,102.21,67.0,45.0,Mobile,Organic Search,3.0,0
103901,13.0,415.4,5.0,10.0,Yes,4.0,1.0,4.0,7.0,Yes,No,2.0,174.63,100.11,15.0,84.0,Mobile,Direct,4.0,1
105980,8.0,437.7,1.0,9.0,No,0.0,2.0,2.0,10.0,No,No,5.0,478.75,73.45,25.0,108.0,Desktop,Organic Search,5.0,1
109860,13.0,532.6,6.0,13.0,Yes,6.0,2.0,1.0,9.0,Yes,Yes,4.0,519.08,120.56,17.0,55.0,Mobile,Social Media,7.0,1
106489,12.0,627.2,10.0,11.0,No,0.0,3.0,4.0,11.0,Yes,Yes,7.0,731.96,111.49,15.0,51.0,Mobile,Paid Search,5.0,1
107902,10.0,563.7,5.0,13.0,Yes,4.0,0.0,3.0,13.0,Yes,No,4.0,326.97,89.2,23.0,89.0,Desktop,Organic Search,3.0,1
110814,16.0,560.4,6.0,10.0,Yes,6.0,2.0,6.0,11.0,No,No,2.0,190.76,99.19,38.0,55.0,Mobile,Social Media,4.0,1
104058,1.0,267.7,3.0,6.0,No,0.0,1.0,1.0,0.0,No,No,1.0,74.16,84.45,84.0,17.0,Mobile,Referral,1.0,0
105928,11.0,465.2,2.0,14.0,Yes,4.0,3.0,5.0,6.0,No,No,4.0,480.62,106.58,47.0,49.0,Mobile,Email,2.0,1
101574,3.0,80.3,2.0,5.0,No,0.0,0.0,1.0,0.0,No,No,0.0,0.0,0.0,63.0,999.0,Mobile,Direct,2.0,0
108655,9.0,373.4,5.0,11.0,No,0.0,2.0,1.0,6.0,No,No,8.0,614.48,73.54,21.0,125.0,Mobile,Social Media,,1
104225,10.0,127.5,2.0,5.0,Yes,1.0,0.0,1.0,3.0,No,No,2.0,190.31,99.66,52.0,25.0,Desktop,Social Media,2.0,0
110258,11.0,523.9,11.0,11.0,Yes,6.0,3.0,4.0,4.0,No,No,2.0,145.38,68.5,12.0,45.0,Tablet,Email,7.0,1
104054,,641.1,4.0,8.0,Yes,2.0,1.0,,8.0,No,No,6.0,505.56,88.1,27.0,34.0,Mobile,Organic Search,5.0,1
100278,5.0,621.6,10.0,7.0,Yes,1.0,2.0,4.0,6.0,No,No,5.0,647.91,133.54,4.0,36.0,Desktop,Social Media,5.0,1
101608,6.0,215.8,3.0,0.0,Yes,3.0,,3.0,2.0,No,No,1.0,82.16,83.62,20.0,64.0,Desktop,Paid Search,1.0,0
106318,9.0,636.8,4.0,6.0,Yes,4.0,1.0,3.0,8.0,Yes,No,5.0,565.35,134.09,7.0,79.0,Desktop,Organic Search,3.0,1
102324,11.0,550.9,4.0,9.0,Yes,4.0,3.0,2.0,8.0,No,No,2.0,72.77,45.19,81.0,118.0,Desktop,Organic Search,3.0,1
106823,15.0,599.5,10.0,12.0,No,0.0,1.0,,6.0,No,No,7.0,637.46,80.35,23.0,1.0,Desktop,Paid Search,5.0,1
102306,11.0,573.7,4.0,12.0,Yes,3.0,2.0,1.0,7.0,No,No,3.0,405.52,140.92,45.0,12.0,Desktop,Paid Search,3.0,1
106666,10.0,512.0,5.0,10.0,Yes,5.0,2.0,4.0,9.0,No,No,2.0,211.73,134.75,29.0,112.0,Desktop,Social Media,5.0,1
112039,14.0,372.4,4.0,12.0,No,0.0,2.0,2.0,12.0,No,No,3.0,357.67,108.12,27.0,98.0,Mobile,Social Media,6.0,1
106588,14.0,435.2,3.0,11.0,Yes,5.0,3.0,2.0,6.0,Yes,No,1.0,201.15,194.47,25.0,265.0,Desktop,Paid Search,4.0,1
104472,5.0,85.3,3.0,1.0,Yes,2.0,0.0,0.0,3.0,Yes,Yes,2.0,47.64,40.0,25.0,29.0,Mobile,Paid Search,3.0,0
109534,4.0,156.2,3.0,2.0,No,0.0,0.0,2.0,1.0,No,No,3.0,165.01,46.11,6.0,154.0,Tablet,Organic Search,1.0,0
106471,10.0,246.5,1.0,0.0,No,0.0,0.0,0.0,2.0,No,No,0.0,0.0,0.0,36.0,999.0,Desktop,Paid Search,2.0,0
109752,5.0,163.4,3.0,3.0,No,0.0,1.0,1.0,0.0,Yes,No,0.0,0.0,0.0,35.0,999.0,Mobile,Referral,4.0,0
110138,14.0,777.1,7.0,12.0,Yes,3.0,2.0,4.0,10.0,Yes,Yes,3.0,198.12,79.98,5.0,30.0,Mobile,Social Media,3.0,1
103810,7.0,394.3,6.0,6.0,No,0.0,2.0,6.0,9.0,No,No,3.0,209.69,83.25,55.0,46.0,Mobile,Social Media,4.0,1
109822,9.0,397.5,6.0,4.0,Yes,4.0,2.0,2.0,7.0,No,No,2.0,121.19,57.73,20.0,138.0,Desktop,Direct,3.0,1
109568,4.0,124.5,3.0,0.0,Yes,1.0,1.0,0.0,0.0,No,,0.0,16.55,0.0,42.0,999.0,Mobile,Organic Search,1.0,0
112107,8.0,385.4,6.0,11.0,Yes,2.0,1.0,5.0,7.0,Yes,No,1.0,28.21,35.97,42.0,131.0,Mobile,Organic Search,1.0,1
101837,7.0,431.0,4.0,11.0,Yes,2.0,2.0,,10.0,Yes,No,4.0,336.27,89.91,97.0,31.0,Mobile,Organic Search,6.0,1
112813,6.0,266.2,1.0,0.0,No,0.0,0.0,1.0,0.0,No,No,0.0,7.57,0.0,119.0,999.0,Desktop,Organic Search,2.0,0
110326,10.0,259.6,4.0,6.0,Yes,1.0,0.0,2.0,4.0,Yes,No,0.0,0.0,0.0,9.0,999.0,Mobile,Direct,3.0,0
100997,12.0,472.8,6.0,7.0,Yes,1.0,3.0,5.0,3.0,No,No,4.0,349.77,93.12,29.0,40.0,Mobile,Direct,5.0,1
109783,14.0,501.1,6.0,7.0,Yes,2.0,3.0,3.0,8.0,No,No,6.0,491.7,84.26,12.0,71.0,Desktop,Direct,5.0,1
100921,12.0,621.5,5.0,12.0,Yes,2.0,2.0,2.0,9.0,Yes,No,4.0,426.38,104.6,50.0,116.0,Mobile,Social Media,5.0,1
107583,8.0,252.8,4.0,0.0,Yes,3.0,0.0,0.0,1.0,No,No,0.0,0.0,0.0,30.0,999.0,Desktop,Direct,1.0,0
112736,3.0,159.5,2.0,2.0,No,0.0,0.0,0.0,0.0,No,No,1.0,0.0,10.0,33.0,68.0,Mobile,Social Media,1.0,0
103107,3.0,116.6,3.0,1.0,No,0.0,0.0,2.0,4.0,No,No,0.0,0.0,0.0,6.0,999.0,Desktop,Social Media,1.0,0
103959,11.0,320.4,7.0,10.0,Yes,4.0,2.0,3.0,12.0,No,No,5.0,518.42,82.34,50.0,33.0,Mobile,Organic Search,4.0,1
109169,15.0,519.0,3.0,11.0,Yes,4.0,2.0,3.0,9.0,Yes,No,4.0,,80.73,13.0,185.0,Mobile,Direct,5.0,1
110086,10.0,539.5,2.0,10.0,Yes,4.0,2.0,5.0,10.0,,No,5.0,494.34,92.59,6.0,15.0,Desktop,Organic Search,6.0,1
108010,,520.2,7.0,8.0,Yes,3.0,3.0,2.0,3.0,Yes,Yes,1.0,109.33,119.37,67.0,45.0,Mobile,Paid Search,5.0,1
106001,10.0,328.1,1.0,14.0,Yes,4.0,3.0,1.0,12.0,Yes,Yes,5.0,522.59,124.44,10.0,45.0,Desktop,Direct,8.0,1
106852,13.0,791.7,,11.0,Yes,2.0,2.0,5.0,9.0,No,No,2.0,204.26,100.28,8.0,61.0,Mobile,Organic Search,4.0,1
101694,6.0,38.6,2.0,4.0,No,0.0,1.0,1.0,3.0,Yes,No,1.0,83.59,,96.0,49.0,Mobile,Direct,2.0,0
107615,,326.4,4.0,13.0,Yes,4.0,1.0,3.0,6.0,Yes,Yes,3.0,314.62,107.36,17.0,12.0,Mobile,Organic Search,3.0,1
111611,10.0,650.3,7.0,12.0,Yes,5.0,1.0,6.0,9.0,No,No,5.0,440.73,102.48,10.0,15.0,Mobile,Paid Search,3.0,1
109428,6.0,238.3,4.0,0.0,Yes,3.0,0.0,0.0,0.0,No,No,2.0,214.76,96.43,20.0,111.0,Desktop,Social Media,2.0,0
111990,8.0,188.0,0.0,2.0,No,0.0,0.0,4.0,0.0,Yes,No,0.0,39.67,0.0,31.0,999.0,Mobile,Organic Search,3.0,0
100513,10.0,685.9,9.0,13.0,Yes,4.0,3.0,4.0,10.0,Yes,No,2.0,115.28,51.62,19.0,36.0,Mobile,Paid Search,5.0,1
112670,8.0,266.0,1.0,0.0,No,0.0,1.0,0.0,3.0,No,No,3.0,192.84,61.86,33.0,30.0,Mobile,Direct,2.0,0
113058,11.0,473.2,4.0,10.0,Yes,5.0,2.0,4.0,6.0,No,No,4.0,410.94,107.54,18.0,3.0,Desktop,Direct,4.0,1
104080,6.0,595.6,2.0,11.0,Yes,4.0,3.0,2.0,10.0,Yes,No,2.0,89.79,45.2,18.0,97.0,Desktop,Paid Search,5.0,1
101355,12.0,613.1,5.0,14.0,Yes,6.0,5.0,3.0,10.0,Yes,Yes,4.0,455.22,89.86,11.0,34.0,Mobile,Social Media,5.0,1
104535,8.0,326.4,6.0,3.0,Yes,3.0,1.0,3.0,8.0,No,No,5.0,562.58,110.91,33.0,204.0,Tablet,Direct,5.0,1
101828,13.0,447.9,4.0,7.0,Yes,3.0,3.0,0.0,9.0,No,,4.0,367.16,88.76,38.0,50.0,Mobile,Organic Search,5.0,1
111664,1.0,10.0,2.0,6.0,No,0.0,0.0,0.0,2.0,Yes,No,1.0,89.18,97.45,130.0,34.0,Mobile,Organic Search,2.0,0
109631,12.0,592.2,5.0,14.0,Yes,6.0,3.0,4.0,6.0,No,No,1.0,189.17,198.77,26.0,54.0,Mobile,Social Media,6.0,1
111223,9.0,375.0,5.0,3.0,No,0.0,3.0,2.0,11.0,No,No,7.0,439.41,53.83,27.0,63.0,Mobile,Direct,4.0,1
110515,9.0,388.9,7.0,12.0,Yes,3.0,1.0,3.0,8.0,No,No,4.0,445.16,101.33,52.0,71.0,Desktop,Email,4.0,1
100729,11.0,424.3,9.0,8.0,Yes,4.0,1.0,5.0,10.0,No,No,4.0,293.08,51.37,53.0,24.0,Desktop,Organic Search,6.0,1
105875,7.0,215.8,2.0,6.0,No,0.0,1.0,3.0,2.0,Yes,Yes,1.0,105.53,111.15,24.0,90.0,Desktop,Paid Search,1.0,0
111328,12.0,620.4,5.0,13.0,Yes,4.0,2.0,2.0,10.0,Yes,No,2.0,199.84,91.15,30.0,49.0,Mobile,Paid Search,3.0,1
103593,7.0,153.0,3.0,7.0,Yes,2.0,2.0,0.0,3.0,Yes,Yes,4.0,224.88,60.57,14.0,,Mobile,Referral,1.0,0
111515,10.0,155.2,1.0,4.0,No,0.0,0.0,5.0,2.0,Yes,Yes,1.0,56.2,56.39,55.0,85.0,Desktop,Direct,2.0,0
109966,10.0,300.5,5.0,13.0,Yes,3.0,4.0,4.0,7.0,No,No,3.0,306.41,104.12,47.0,34.0,Mobile,Email,5.0,1
112745,8.0,578.0,7.0,14.0,No,0.0,2.0,3.0,8.0,Yes,No,7.0,688.38,108.44,35.0,20.0,Mobile,Organic Search,5.0,1
102774,2.0,56.7,2.0,3.0,Yes,1.0,0.0,,0.0,No,No,1.0,74.17,,12.0,106.0,Mobile,Referral,,0
109597,8.0,555.7,3.0,8.0,Yes,5.0,1.0,0.0,5.0,No,No,1.0,96.24,104.26,34.0,78.0,Mobile,Direct,4.0,1
106315,9.0,356.8,4.0,8.0,No,0.0,1.0,3.0,6.0,Yes,No,3.0,210.42,,27.0,56.0,Mobile,Social Media,6.0,1
105377,12.0,600.2,5.0,10.0,Yes,3.0,2.0,2.0,9.0,No,No,2.0,194.07,89.43,40.0,53.0,Mobile,Referral,3.0,1
107544,3.0,84.4,4.0,4.0,No,0.0,0.0,2.0,2.0,No,No,1.0,10.64,10.0,45.0,93.0,Desktop,Organic Search,1.0,0
112007,7.0,388.4,2.0,2.0,Yes,3.0,1.0,1.0,10.0,Yes,Yes,4.0,,67.92,11.0,46.0,Mobile,Organic Search,3.0,1
109389,12.0,543.5,3.0,14.0,Yes,2.0,3.0,4.0,14.0,No,No,3.0,147.22,59.18,12.0,167.0,,Organic Search,2.0,1
109401,12.0,473.8,6.0,15.0,Yes,6.0,2.0,4.0,7.0,Yes,No,2.0,215.24,109.6,16.0,41.0,Mobile,Email,5.0,1
111584,13.0,702.5,4.0,11.0,Yes,5.0,5.0,3.0,9.0,No,No,5.0,497.26,84.0,36.0,83.0,Desktop,Social Media,3.0,1
102946,11.0,540.0,6.0,13.0,Yes,4.0,3.0,5.0,6.0,Yes,No,7.0,664.0,116.98,12.0,28.0,Mobile,Paid Search,4.0,1
101769,7.0,489.8,4.0,9.0,Yes,4.0,1.0,1.0,6.0,,Yes,2.0,128.74,30.58,13.0,99.0,Desktop,Organic Search,5.0,1
107086,11.0,527.1,5.0,11.0,Yes,6.0,2.0,5.0,10.0,Yes,No,4.0,281.74,74.17,42.0,126.0,Mobile,Paid Search,6.0,1
109962,11.0,599.6,6.0,8.0,Yes,4.0,0.0,4.0,8.0,Yes,Yes,0.0,2.0,0.0,21.0,999.0,Mobile,Paid Search,5.0,1
107457,11.0,584.1,7.0,12.0,Yes,5.0,5.0,4.0,11.0,No,No,6.0,,117.22,10.0,56.0,Mobile,Social Media,3.0,1
105515,4.0,10.0,1.0,0.0,No,0.0,0.0,2.0,3.0,Yes,No,0.0,77.47,0.0,22.0,999.0,Mobile,,2.0,0
101851,9.0,481.0,3.0,7.0,Yes,3.0,1.0,2.0,8.0,No,No,5.0,394.22,65.36,31.0,21.0,Mobile,Paid Search,4.0,1
108739,2.0,98.5,1.0,3.0,No,0.0,0.0,1.0,0.0,No,No,,113.97,53.36,5.0,98.0,Tablet,Direct,1.0,0
100344,6.0,223.0,2.0,3.0,No,0.0,0.0,2.0,3.0,Yes,No,1.0,97.48,94.49,31.0,111.0,Mobile,Organic Search,1.0,0
105011,12.0,591.7,6.0,11.0,Yes,2.0,2.0,1.0,3.0,No,No,2.0,165.45,82.2,45.0,54.0,Desktop,Social Media,4.0,1
112999,6.0,216.3,2.0,1.0,No,0.0,1.0,1.0,0.0,No,No,1.0,112.66,104.18,22.0,248.0,Mobile,Email,1.0,0
106674,10.0,553.1,11.0,17.0,Yes,4.0,2.0,1.0,10.0,No,No,3.0,341.83,115.82,61.0,162.0,Desktop,Social Media,,1
109286,15.0,426.6,6.0,15.0,Yes,3.0,3.0,7.0,7.0,Yes,Yes,6.0,407.89,66.03,30.0,37.0,Mobile,,3.0,1
100823,11.0,449.1,4.0,10.0,Yes,4.0,0.0,3.0,7.0,No,No,4.0,249.68,63.02,17.0,96.0,Desktop,Organic Search,3.0,1
111752,15.0,482.4,,9.0,Yes,5.0,2.0,2.0,7.0,Yes,Yes,2.0,163.69,56.84,39.0,17.0,Mobile,Referral,7.0,1
108918,6.0,393.6,6.0,6.0,Yes,3.0,2.0,4.0,7.0,Yes,No,3.0,230.24,84.15,7.0,64.0,Desktop,Organic Search,2.0,1
104323,12.0,,2.0,12.0,Yes,4.0,2.0,3.0,9.0,Yes,Yes,4.0,367.24,94.15,39.0,52.0,Desktop,Social Media,5.0,1
